Distance,Elevations,Latitude,Longitude
0,-2763.22509765625,52.25775,-176.11098
88.32145039592262,-2755.743896484375,52.25695659491195,-176.11098
176.64290079184525,-2747.163818359375,52.25616318982389,-176.11098
264.9643511877679,-2736.838134765625,52.25536978473582,-176.11098
353.2858015836905,-2726.512451171875,52.25457637964775,-176.11098
441.6072519796131,-2716.186767578125,52.25378297455969,-176.11098
529.9287023755357,-2705.888427734375,52.25298956947164,-176.11098
618.2501527714584,-2695.59228515625,52.25219616438357,-176.11098
706.571603167381,-2685.296142578125,52.25140275929551,-176.11098
794.8930535633036,-2679.203369140625,52.25060935420744,-176.11098
883.2145039592262,-2677.989013671875,52.24981594911937,-176.11098
971.5359543551489,-2676.7744140625,52.24902254403131,-176.11098
1059.8574047510715,-2675.5654296875,52.24822913894326,-176.11098
1148.178855146994,-2679.506591796875,52.24743573385519,-176.11098
1236.5003055429167,-2683.447509765625,52.24664232876713,-176.11098
1324.8217559388395,-2687.388427734375,52.24584892367906,-176.11098
1413.143206334762,-2692.56787109375,52.24505551859101,-176.11098
1501.4646567306845,-2698.804931640625,52.24426211350294,-176.11098
1589.7861071266072,-2705.042236328125,52.24346870841488,-176.11098
1678.10755752253,-2711.146240234375,52.24267530332682,-176.11098
1766.4290079184525,-2715.6650390625,52.24188189823875,-176.11098
1854.750458314375,-2720.18359375,52.24108849315069,-176.11098
1943.0719087102977,-2724.702392578125,52.24029508806262,-176.11098
2031.3933591062205,-2727.620361328125,52.23950168297457,-176.11098
2119.714809502143,-2729.5390625,52.2387082778865,-176.11098
2208.0362598980655,-2731.4580078125,52.23791487279844,-176.11098
2296.357710293988,-2730.528564453125,52.23712146771038,-176.11098
2384.679160689911,-2713.950927734375,52.23632806262231,-176.11098
2473.0006110858335,-2697.373291015625,52.23553465753425,-176.11098
2561.322061481756,-2680.7958984375,52.23474125244619,-176.11098
2649.643511877679,-2664.3671875,52.23394784735814,-176.11098
2737.9649622736015,-2648.0048828125,52.23315444227006,-176.11098
2826.286412669524,-2631.642333984375,52.232361037182,-176.11098
2914.6078630654465,-2615.273193359375,52.23156763209394,-176.11098
3002.929313461369,-2598.88134765625,52.23077422700588,-176.11098
3091.250763857292,-2582.489501953125,52.22998082191781,-176.11098
3179.5722142532145,-2566.09765625,52.22918741682975,-176.11098
3267.893664649137,-2547.9404296875,52.22839401174168,-176.11098
3356.21511504506,-2529.25244140625,52.22760060665362,-176.11098
3444.5365654409825,-2510.564208984375,52.22680720156556,-176.11098
3532.858015836905,-2492.399169921875,52.2260137964775,-176.11098
3621.1794662328275,-2475.414794921875,52.22522039138943,-176.11098
3709.50091662875,-2458.430419921875,52.22442698630138,-176.11098
3797.822367024673,-2441.446044921875,52.22363358121332,-176.11098
3886.1438174205955,-2426.13330078125,52.22284017612525,-176.11098
3974.465267816518,-2411.126953125,52.22204677103718,-176.11098
4062.786718212441,-2396.120361328125,52.22125336594912,-176.11098
4151.1081686083635,-2382.525390625,52.22045996086106,-176.11098
4239.429619004286,-2371.200439453125,52.219666555773,-176.11098
4327.7510694002085,-2359.875732421875,52.21887315068494,-176.11098
4416.072519796131,-2348.55078125,52.21807974559687,-176.11098
4504.3939701920535,-2336.42724609375,52.21728634050882,-176.11098
4592.715420587976,-2324.235595703125,52.21649293542075,-176.11098
4681.0368709838995,-2312.044189453125,52.21569953033269,-176.11098
4769.358321379822,-2299.08935546875,52.21490612524462,-176.11098
4857.6797717757445,-2285.238525390625,52.21411272015656,-176.11098
4946.001222171667,-2271.387451171875,52.2133193150685,-176.11098
5034.3226725675895,-2257.536376953125,52.21252590998043,-176.11098
5122.644122963512,-2247.589599609375,52.21173250489237,-176.11098
5210.9655733594345,-2237.64990234375,52.21093909980432,-176.11098
5299.287023755358,-2227.71044921875,52.21014569471625,-176.11098
5387.6084741512805,-2217.48486328125,52.20935228962819,-176.11098
5475.929924547203,-2207.01171875,52.20855888454012,-176.11098
5564.2513749431255,-2196.538818359375,52.20776547945206,-176.11098
5652.572825339048,-2186.047607421875,52.206972074364,-176.11098
5740.8942757349705,-2175.329833984375,52.20617866927594,-176.11098
5829.215726130893,-2164.612060546875,52.20538526418787,-176.11098
5917.5371765268155,-2153.89453125,52.20459185909981,-176.11098
6005.858626922738,-2136.858154296875,52.20379845401175,-176.11098
6094.1800773186615,-2115.82958984375,52.20300504892369,-176.11098
6182.501527714584,-2094.801025390625,52.20221164383562,-176.11098
6270.8229781105065,-2075.256103515625,52.20141823874756,-176.11098
6359.144428506429,-2064.049072265625,52.20062483365949,-176.11098
6447.4658789023515,-2052.84228515625,52.19983142857144,-176.11098
6535.787329298274,-2041.63525390625,52.19903802348337,-176.11098
6624.1087796941965,-2039.368041992188,52.19824461839531,-176.11098
6712.43023009012,-2041.130859375,52.19745121330725,-176.11098
6800.7516804860425,-2042.8935546875,52.19665780821919,-176.11098
6889.073130881965,-2040.919921875,52.19586440313113,-176.11098
6977.3945812778875,-2026.26123046875,52.19507099804306,-176.11098
7065.71603167381,-2011.602661132812,52.194277592955,-176.11098
7154.0374820697325,-1996.943969726562,52.19348418786693,-176.11098
7242.358932465655,-1981.179321289062,52.19269078277888,-176.11098
7330.6803828615775,-1965.076293945312,52.1918973776908,-176.11098
7419.0018332575,-1948.973266601562,52.19110397260275,-176.11098
7507.3232836534235,-1932.782470703125,52.19031056751468,-176.11098
7595.644734049346,-1916.390502929688,52.18951716242663,-176.11098
7683.9661844452685,-1899.998657226562,52.18872375733855,-176.11098
7772.287634841191,-1883.606689453125,52.1879303522505,-176.11098
7860.6090852371135,-1871.725708007812,52.18713694716243,-176.11098
7948.930535633036,-1860.689697265625,52.18634354207438,-176.11098
8037.2519860289585,-1849.653686523438,52.18555013698631,-176.11098
8125.573436424882,-1838.397827148438,52.18475673189825,-176.11098
8213.894886820804,-1826.784057617188,52.18396332681018,-176.11098
8302.216337216727,-1815.170288085938,52.18316992172213,-176.11098
8390.53778761265,-1803.556518554688,52.18237651663405,-176.11098
8478.859238008572,-1789.608520507812,52.181583111546,-176.11098
8567.180688404495,-1775.453857421875,52.18078970645794,-176.11098
8655.502138800417,-1761.29931640625,52.17999630136987,-176.11098
8743.82358919634,-1746.60986328125,52.17920289628181,-176.11098
8832.145039592262,-1731.28515625,52.17840949119374,-176.11098
8920.466489988185,-1715.960205078125,52.17761608610568,-176.11098
9008.787940384107,-1700.635375976562,52.17682268101762,-176.11098
9097.10939078003,-1685.037719726562,52.17602927592955,-176.11098
9185.430841175952,-1669.438720703125,52.17523587084149,-176.11098
9273.752291571876,-1653.839721679688,52.17444246575344,-176.11098
9362.073741967799,-1638.23291015625,52.17364906066536,-176.11098
9450.395192363721,-1622.619262695312,52.17285565557731,-176.11098
9538.716642759644,-1607.005493164062,52.17206225048924,-176.11098
9627.038093155566,-1591.311157226562,52.17126884540118,-176.11098
9715.359543551489,-1574.5712890625,52.17047544031312,-176.11098
9803.680993947411,-1557.831665039062,52.16968203522505,-176.11098
9892.002444343334,-1541.091918945312,52.16888863013699,-176.11098
9980.323894739257,-1524.1669921875,52.16809522504893,-176.11098
10068.645345135179,-1507.123779296875,52.16730181996087,-176.11098
10156.966795531102,-1490.080444335938,52.1665084148728,-176.11098
10245.288245927024,-1472.989868164062,52.16571500978474,-176.11098
10333.609696322947,-1455.628295898438,52.16492160469669,-176.11098
10421.931146718869,-1438.2666015625,52.16412819960861,-176.11098
10510.252597114792,-1420.904907226562,52.16333479452056,-176.11098
10598.574047510716,-1406.913696289062,52.16254138943249,-176.11098
10686.895497906638,-1394.462768554688,52.16174798434443,-176.11098
10775.216948302561,-1382.011840820312,52.16095457925636,-176.11098
10863.538398698483,-1369.8759765625,52.1601611741683,-176.11098
10951.859849094406,-1358.821166992188,52.15936776908023,-176.11098
11040.181299490328,-1347.764526367188,52.15857436399217,-176.11098
11128.502749886251,-1336.707885742188,52.15778095890411,-176.11098
11216.824200282173,-1324.914184570312,52.15698755381605,-176.11098
11305.145650678096,-1312.837890625,52.15619414872799,-176.11098
11393.467101074019,-1300.668701171875,52.15540074363993,-176.11098
11481.788551469941,-1290.815673828125,52.15460733855186,-176.11098
11570.110001865864,-1285.820190429688,52.15381393346381,-176.11098
11658.431452261786,-1280.528442382812,52.15302052837574,-176.11098
11746.752902657709,-1274.7958984375,52.15222712328768,-176.11098
11835.074353053631,-1269.039672851562,52.15143371819961,-176.11098
11923.395803449554,-1262.422119140625,52.15064031311155,-176.11098
12011.717253845476,-1254.849243164062,52.14984690802348,-176.11098
12100.0387042414,-1246.021728515625,52.14905350293543,-176.11098
12188.360154637323,-1233.388061523438,52.14826009784736,-176.11098
12276.681605033245,-1219.403930664062,52.1474666927593,-176.11098
12365.003055429168,-1205.8525390625,52.14667328767123,-176.11098
12453.32450582509,-1177.647705078125,52.14587988258318,-176.11098
12541.645956221013,-1147.070556640625,52.14508647749512,-176.11098
12629.967406616935,-1115.411254882812,52.14429307240705,-176.11098
12718.288857012858,-1080.882934570312,52.14349966731899,-176.11098
12806.61030740878,-1042.514282226562,52.14270626223093,-176.11098
12894.931757804703,-1002.657165527344,52.14191285714287,-176.11098
12983.253208200626,-963.4403076171875,52.1411194520548,-176.11098
13071.574658596548,-924.2703247070312,52.14032604696674,-176.11098
13159.89610899247,-884.2076416015625,52.13953264187867,-176.11098
13248.217559388393,-843.3865966796875,52.13873923679061,-176.11098
13336.539009784316,-804.1305541992188,52.13794583170256,-176.11098
13424.86046018024,-761.86181640625,52.13715242661448,-176.11098
13513.181910576162,-719.2872314453125,52.13635902152642,-176.11098
13601.503360972085,-678.6622314453125,52.13556561643836,-176.11098
13689.824811368007,-637.1813354492188,52.1347722113503,-176.11098
13778.14626176393,-596.5934448242188,52.13397880626223,-176.11098
13866.467712159852,-555.9642944335938,52.13318540117417,-176.11098
13954.789162555775,-522.427001953125,52.13239199608611,-176.11098
14043.110612951697,-492.5470886230469,52.13159859099805,-176.11098
14131.43206334762,-461.9031982421875,52.13080518590998,-176.11098
14219.753513743542,-439.8660583496094,52.13001178082192,-176.11098
14308.074964139465,-429.4440307617188,52.12921837573386,-176.11098
14396.396414535388,-421.5579223632812,52.1284249706458,-176.11098
14484.71786493131,-414.3998413085938,52.12763156555773,-176.11098
14573.039315327233,-407.6930236816406,52.12683816046968,-176.11098
14661.360765723155,-402.5180358886719,52.12604475538161,-176.11098
14749.682216119078,-399.9534301757812,52.12525135029354,-176.11098
14838.003666515,-398.9384765625,52.12445794520549,-176.11098
14926.325116910924,-395.8361511230469,52.12366454011742,-176.11098
15014.646567306847,-386.3984680175781,52.12287113502936,-176.11098
15102.96801770277,-373.9123229980469,52.1220777299413,-176.11098
15191.289468098692,-363.8535461425781,52.12128432485324,-176.11098
15279.610918494614,-346.0694885253906,52.12049091976517,-176.11098
15367.932368890537,-324.3256530761719,52.11969751467711,-176.11098
15456.25381928646,-301.3779296875,52.11890410958905,-176.11098
15544.575269682382,-276.2987670898438,52.11811070450099,-176.11098
15632.896720078304,-235.922119140625,52.11731729941292,-176.11098
15721.218170474227,-190.0370788574219,52.11652389432486,-176.11098
15809.53962087015,-160.4909820556641,52.1157304892368,-176.11098
15897.861071266072,-135.2108917236328,52.11493708414874,-176.11098
15986.182521661995,-103.8175354003906,52.11414367906067,-176.11098
16074.503972057917,-72.88955688476562,52.11335027397261,-176.11098
16162.82542245384,-52.12560272216797,52.11255686888455,-176.11098
16251.146872849764,-33.3173828125,52.11176346379648,-176.11098
16339.468323245686,-8.466416358947754,52.11097005870842,-176.11098
16427.78977364161,15.18754100799561,52.11017665362035,-176.11098
16516.11122403753,41.05401611328125,52.1093832485323,-176.11098
16604.432674433454,69.25789642333984,52.10858984344423,-176.11098
16692.754124829375,85.46302795410156,52.10779643835616,-176.11098
16781.0755752253,110.1574020385742,52.1070030332681,-176.11098
16869.39702562122,149.4397430419922,52.10620962818005,-176.11098
16957.718476017144,205.5176239013672,52.10541622309199,-176.11098
17046.03992641307,277.841064453125,52.10462281800393,-176.11098
17134.36137680899,325.2694396972656,52.10382941291585,-176.11098
17222.682827204913,338.0497741699219,52.10303600782779,-176.11098
17311.004277600834,342.9484252929688,52.10224260273973,-176.11098
17399.32572799676,368.0115051269531,52.10144919765167,-176.11098
17487.64717839268,385.4368591308594,52.10065579256361,-176.11098
17575.968628788603,385.4718627929688,52.09986238747554,-176.11098
17664.290079184524,357.1286926269531,52.09906898238747,-176.11098
17752.61152958045,370.43115234375,52.09827557729942,-176.11098
17840.93297997637,439.1264038085938,52.09748217221135,-176.11098
17929.254430372293,480.4945678710938,52.0966887671233,-176.11098
18017.575880768214,519.4137573242188,52.09589536203523,-176.11098
18105.89733116414,576.4188842773438,52.09510195694717,-176.11098
18194.21878156006,631.4089965820312,52.0943085518591,-176.11098
18282.540231955983,668.8927612304688,52.09351514677105,-176.11098
18370.861682351904,725.5595703125,52.09272174168297,-176.11098
18459.18313274783,788.2886352539062,52.09192833659491,-176.11098
18547.504583143753,853.9383544921875,52.09113493150686,-176.11098
18635.826033539674,870.22216796875,52.0903415264188,-176.11098
18724.147483935598,930.86572265625,52.08954812133074,-176.11098
18812.46893433152,986.3997802734375,52.08875471624266,-176.11098
18900.790384727443,1046.239624023438,52.08796131115461,-176.11098
18989.111835123364,1100.072509765625,52.08716790606654,-176.11098
19077.433285519288,1147.57177734375,52.08637450097848,-176.11098
19165.75473591521,1190.314575195312,52.08558109589041,-176.11098
19254.076186311133,1258.558837890625,52.08478769080235,-176.11098
19342.397636707054,1331.306030273438,52.08399428571429,-176.11098
19430.719087102978,1378.252563476562,52.08320088062623,-176.11098
19519.0405374989,1425.41455078125,52.08240747553816,-176.11098
19607.361987894823,1470.232788085938,52.0816140704501,-176.11098
19695.683438290744,1533.1474609375,52.08082066536204,-176.11098
19784.004888686668,1593.0576171875,52.08002726027398,-176.11098
19872.326339082592,1649.584350585938,52.07923385518592,-176.11098
19960.647789478513,1687.7939453125,52.07844045009785,-176.11098
20048.969239874437,1696.372314453125,52.07764704500979,-176.11098
20137.290690270358,1708.544921875,52.07685363992173,-176.11098
20225.612140666282,1720.448120117188,52.07606023483366,-176.11098
20313.933591062203,1696.2587890625,52.0752668297456,-176.11098
20402.255041458127,1662.253662109375,52.07447342465754,-176.11098
20490.576491854048,1634.463256835938,52.07368001956948,-176.11098
20578.897942249972,1605.306640625,52.07288661448141,-176.11098
20667.219392645893,1568.943725585938,52.07209320939335,-176.11098
20755.540843041817,1519.591918945312,52.07129980430528,-176.11098
20843.862293437738,1464.907958984375,52.07050639921723,-176.11098
20932.183743833662,1417.548706054688,52.06971299412916,-176.11098
21020.505194229583,1371.0009765625,52.06891958904111,-176.11098
21108.826644625507,1325.339965820312,52.06812618395303,-176.11098
21197.14809502143,1280.939331054688,52.06733277886498,-176.11098
21285.469545417352,1243.784423828125,52.06653937377691,-176.11098
21373.790995813277,1208.609985351562,52.06574596868885,-176.11098
21462.112446209198,1177.546020507812,52.06495256360078,-176.11098
21550.433896605122,1151.378540039062,52.06415915851272,-176.11098
21638.755347001043,1118.212890625,52.06336575342466,-176.11098
21727.076797396967,1076.798217773438,52.0625723483366,-176.11098
21815.398247792888,1027.885620117188,52.06177894324854,-176.11098
21903.719698188812,973.806640625,52.06098553816047,-176.11098
21992.041148584733,931.9942016601562,52.06019213307241,-176.11098
22080.362598980657,895.92626953125,52.05939872798434,-176.11098
22168.684049376578,857.673828125,52.05860532289629,-176.11098
22257.005499772502,832.9174194335938,52.05781191780822,-176.11098
22345.326950168423,818.4521484375,52.05701851272016,-176.11098
22433.648400564347,809.4744262695312,52.05622510763209,-176.11098
22521.969850960268,835.0324096679688,52.05543170254403,-176.11098
